Task_ID,Employee_ID,Project_ID,Task,Time_Taken_Hours,Completion_Date
2561,6,1,Performance Testing,4,2025-03-24
2562,175,1,Design Review,12,2025-01-23
2563,14,3,Performance Testing,9,2025-03-05
2564,48,1,UI Enhancement,8,2025-03-28
2565,64,5,Security Patching,6,2025-03-13
2566,192,3,Database Optimization,5,2025-03-19
2567,21,3,Meeting,6,2025-03-04
2568,51,5,Design Review,1,2025-01-29
2569,33,4,Bug Fixing,1,2025-03-27
2570,85,1,Performance Testing,11,2025-03-16
2571,87,3,Design Review,7,2025-03-26
2572,32,3,Bug Fixing,12,2025-01-11
2573,34,4,Performance Testing,5,2025-02-07
2574,188,4,UI Enhancement,11,2025-03-15
2575,166,4,Bug Fixing,5,2025-01-18
2576,133,4,Database Optimization,3,2025-01-15
2577,96,3,UI Enhancement,3,2025-01-31
2578,55,2,Feature Development,7,2025-01-11
2579,85,3,Testing,10,2025-03-16
2580,186,3,Feature Development,5,2025-02-09
2581,32,4,Code Review,7,2025-01-04
2582,99,5,Code Review,5,2025-03-16
2583,122,2,Database Optimization,2,2025-03-23
2584,26,1,UI Enhancement,8,2025-01-07
2585,177,1,Database Optimization,8,2025-03-07
2586,105,1,Database Optimization,9,2025-03-20
2587,27,3,Performance Testing,3,2025-03-25
2588,192,1,Meeting,5,2025-01-29
2589,189,2,Database Optimization,10,2025-01-19
2590,123,5,Security Patching,2,2025-01-16
2591,59,5,Performance Testing,11,2025-01-25
2592,131,4,Design Review,12,2025-03-07
2593,58,3,Database Optimization,3,2025-02-15
2594,21,5,UI Enhancement,10,2025-03-28
2595,29,3,Testing,5,2025-03-23
2596,70,1,Security Patching,9,2025-03-13
2597,129,3,Meeting,6,2025-01-27
2598,98,4,Testing,9,2025-02-07
2599,52,3,Bug Fixing,9,2025-01-12
2600,179,4,Meeting,7,2025-01-05
2601,156,1,Code Review,8,2025-02-14
2602,75,4,Meeting,10,2025-03-03
2603,116,5,Security Patching,9,2025-03-20
2604,87,1,Security Patching,3,2025-01-20
2605,56,3,Code Review,12,2025-02-12
2606,7,4,Design Review,10,2025-02-14
2607,18,5,Bug Fixing,8,2025-01-24
2608,192,5,Feature Development,11,2025-02-20
2609,93,3,Bug Fixing,2,2025-03-03
2610,11,2,Design Review,6,2025-01-02
2611,98,1,Feature Development,7,2025-03-15
2612,8,2,Design Review,4,2025-02-20
2613,132,4,Meeting,11,2025-01-11
2614,153,3,Testing,8,2025-03-18
2615,57,1,Testing,6,2025-01-04
2616,47,1,Code Review,3,2025-02-28
2617,90,5,Design Review,7,2025-01-05
2618,48,5,Meeting,8,2025-02-16
2619,127,1,Testing,10,2025-01-31
2620,118,5,Performance Testing,10,2025-03-26
2621,37,2,Performance Testing,7,2025-01-28
2622,90,2,Testing,11,2025-03-19
2623,147,4,Testing,9,2025-01-01
2624,140,4,Feature Development,4,2025-02-17
2625,9,1,Design Review,12,2025-03-19
2626,34,2,UI Enhancement,9,2025-02-28
2627,21,5,Testing,4,2025-03-18
2628,139,5,Design Review,12,2025-02-13
2629,63,2,Database Optimization,10,2025-01-09
2630,167,4,Database Optimization,8,2025-01-24
2631,69,1,Database Optimization,4,2025-03-16
2632,22,4,Meeting,11,2025-01-29
2633,59,2,UI Enhancement,8,2025-01-01
2634,190,2,Feature Development,5,2025-02-19
2635,164,3,Feature Development,5,2025-02-01
2636,69,4,Database Optimization,9,2025-02-16
2637,125,5,Security Patching,11,2025-01-01
2638,71,4,Feature Development,12,2025-01-09
2639,84,1,Testing,10,2025-01-27
2640,159,2,Feature Development,12,2025-03-23
2641,22,3,Testing,11,2025-01-22
2642,115,2,Performance Testing,5,2025-03-06
2643,112,1,Feature Development,7,2025-02-20
2644,34,3,Meeting,11,2025-02-28
2645,67,5,UI Enhancement,5,2025-02-28
2646,160,4,Security Patching,3,2025-02-24
2647,24,3,Database Optimization,10,2025-02-11
2648,15,3,Testing,1,2025-01-30
2649,11,5,Meeting,6,2025-03-18
2650,27,4,Code Review,11,2025-03-10
2651,44,3,Security Patching,12,2025-02-28
2652,85,3,Bug Fixing,9,2025-01-24
2653,161,3,Bug Fixing,5,2025-02-13
2654,137,1,Code Review,7,2025-02-19
2655,93,3,Meeting,10,2025-03-08
2656,9,4,Feature Development,3,2025-01-06
2657,28,2,Design Review,2,2025-01-09
2658,138,5,Security Patching,2,2025-02-14
2659,93,4,Security Patching,3,2025-02-25
2660,32,5,Bug Fixing,3,2025-01-23
2661,48,2,UI Enhancement,4,2025-03-19
2662,123,4,Meeting,8,2025-02-05
2663,13,3,UI Enhancement,10,2025-03-13
2664,163,3,Database Optimization,4,2025-02-10
2665,165,5,Performance Testing,2,2025-03-10
2666,139,3,Feature Development,2,2025-02-15
2667,170,3,Testing,5,2025-01-19
2668,103,4,Testing,7,2025-03-07
2669,52,2,Meeting,11,2025-01-01
2670,3,3,Design Review,3,2025-01-04
2671,4,1,Design Review,5,2025-02-18
2672,165,3,Security Patching,9,2025-01-27
2673,25,1,Database Optimization,2,2025-01-01
2674,148,5,Meeting,12,2025-02-24
2675,108,4,Code Review,8,2025-01-28
2676,96,5,Feature Development,8,2025-03-13
2677,33,5,Feature Development,6,2025-02-27
2678,46,2,Meeting,2,2025-02-26
2679,81,1,Meeting,3,2025-02-16
2680,25,3,Meeting,8,2025-03-06
2681,98,3,Feature Development,7,2025-01-01
2682,61,1,Testing,11,2025-01-19
2683,193,4,Code Review,5,2025-03-24
2684,170,5,Bug Fixing,12,2025-01-13
2685,100,5,Feature Development,12,2025-01-05
2686,64,4,Bug Fixing,4,2025-02-25
2687,166,3,Performance Testing,5,2025-01-12
2688,43,1,Testing,12,2025-01-16
2689,59,2,Design Review,5,2025-01-20
2690,58,1,Bug Fixing,4,2025-02-19
2691,132,3,Design Review,7,2025-03-21
2692,59,3,Testing,12,2025-01-28
2693,124,5,Feature Development,7,2025-03-26
2694,63,3,UI Enhancement,4,2025-03-15
2695,26,2,Database Optimization,4,2025-01-14
2696,121,5,Code Review,12,2025-02-11
2697,54,4,Design Review,7,2025-03-26
2698,72,2,Meeting,3,2025-02-05
2699,71,5,Meeting,10,2025-01-25
2700,198,2,Bug Fixing,2,2025-03-06
2701,74,2,Feature Development,6,2025-03-08
2702,177,2,Design Review,3,2025-02-03
2703,74,2,Feature Development,2,2025-02-27
2704,44,2,Meeting,7,2025-02-04
2705,162,5,Bug Fixing,8,2025-03-16
2706,105,1,Code Review,7,2025-02-13
2707,120,3,Feature Development,6,2025-01-02
2708,10,1,Performance Testing,8,2025-02-18
2709,75,1,Performance Testing,3,2025-03-23
2710,26,3,Feature Development,1,2025-01-23
2711,128,4,Security Patching,6,2025-02-22
2712,119,5,Meeting,2,2025-02-02
2713,68,4,Bug Fixing,1,2025-03-20
2714,191,5,Database Optimization,4,2025-03-10
2715,43,4,Database Optimization,11,2025-01-17
2716,147,2,Performance Testing,7,2025-01-23
2717,22,2,Meeting,5,2025-02-03
2718,11,2,Database Optimization,8,2025-02-26
2719,166,1,Meeting,11,2025-03-01
2720,99,1,Design Review,9,2025-01-28
2721,11,5,Performance Testing,11,2025-01-04
2722,70,4,Meeting,2,2025-02-23
2723,56,3,Testing,3,2025-01-08
2724,33,5,UI Enhancement,8,2025-03-15
2725,128,3,Code Review,9,2025-01-04
2726,107,2,Bug Fixing,4,2025-02-02
2727,79,3,Database Optimization,9,2025-03-23
2728,86,2,Feature Development,8,2025-01-28
2729,49,1,Database Optimization,2,2025-02-21
2730,153,3,Testing,6,2025-01-07
2731,81,2,Testing,8,2025-01-10
2732,41,1,Database Optimization,11,2025-01-04
2733,96,5,Design Review,3,2025-03-05
2734,105,4,Code Review,2,2025-03-21
2735,71,5,Meeting,4,2025-03-06
2736,156,4,Performance Testing,1,2025-01-20
2737,90,4,Meeting,6,2025-03-12
2738,52,2,Design Review,5,2025-03-07
2739,195,3,Database Optimization,11,2025-03-01
2740,59,3,Code Review,5,2025-02-12
2741,41,4,Code Review,4,2025-03-17
2742,104,3,Design Review,7,2025-03-04
2743,100,4,UI Enhancement,8,2025-01-13
2744,145,3,Feature Development,6,2025-03-27
2745,28,3,Meeting,3,2025-01-20
2746,160,1,UI Enhancement,9,2025-01-11
2747,56,2,Design Review,4,2025-01-20
2748,141,4,UI Enhancement,12,2025-03-11
2749,90,5,Meeting,8,2025-02-08
2750,151,2,Bug Fixing,7,2025-01-05
2751,95,5,Security Patching,8,2025-02-23
2752,70,5,Design Review,8,2025-03-17
2753,53,3,Feature Development,5,2025-03-23
2754,37,4,Security Patching,5,2025-02-26
2755,80,5,Design Review,1,2025-02-27
2756,122,2,Database Optimization,5,2025-02-10
2757,158,4,Code Review,8,2025-01-30
2758,160,5,Design Review,1,2025-02-03
2759,141,3,Performance Testing,7,2025-03-13
2760,187,5,Bug Fixing,8,2025-01-27
2761,1,5,Design Review,11,2025-03-26
2762,177,4,Code Review,3,2025-01-29
2763,159,2,Database Optimization,8,2025-01-21
2764,40,1,Performance Testing,3,2025-01-14
2765,64,5,Code Review,12,2025-01-17
2766,7,2,Feature Development,9,2025-02-09
2767,192,4,Feature Development,10,2025-02-07
2768,10,2,Security Patching,3,2025-03-21
2769,130,4,Bug Fixing,7,2025-02-12
2770,75,5,Feature Development,1,2025-03-05
2771,187,2,Bug Fixing,10,2025-01-30
2772,11,1,Database Optimization,4,2025-02-23
2773,6,4,UI Enhancement,4,2025-01-03
2774,93,4,Database Optimization,3,2025-02-03
2775,143,4,Database Optimization,11,2025-03-20
2776,120,1,Feature Development,8,2025-02-02
2777,123,1,Testing,11,2025-03-04
2778,102,4,Performance Testing,5,2025-03-26
2779,120,1,Meeting,9,2025-02-26
2780,162,3,UI Enhancement,12,2025-03-25
2781,58,5,Feature Development,5,2025-02-23
2782,91,1,Feature Development,11,2025-03-13
2783,159,2,Security Patching,2,2025-03-08
2784,39,2,Performance Testing,9,2025-03-27
2785,65,5,Code Review,5,2025-03-04
2786,164,1,Bug Fixing,5,2025-01-20
2787,101,2,UI Enhancement,2,2025-03-27
2788,189,2,Code Review,6,2025-02-04
2789,34,4,Performance Testing,6,2025-03-22
2790,149,2,Design Review,2,2025-03-07
2791,41,5,Feature Development,8,2025-01-21
2792,37,1,Database Optimization,1,2025-01-13
2793,100,1,Testing,10,2025-01-06
2794,52,5,Database Optimization,8,2025-03-07
2795,83,5,Code Review,11,2025-02-18
2796,22,5,Code Review,12,2025-02-10
2797,177,4,Code Review,12,2025-01-20
2798,107,1,Security Patching,1,2025-02-06
2799,14,3,Testing,8,2025-01-31
2800,160,2,Code Review,8,2025-02-01
2801,141,1,Code Review,1,2025-02-18
2802,178,2,Meeting,12,2025-01-17
2803,147,4,Testing,11,2025-03-16
2804,173,3,Database Optimization,11,2025-01-11
2805,90,1,Security Patching,5,2025-03-10
2806,113,3,Design Review,3,2025-02-21
2807,151,5,Code Review,1,2025-03-19
2808,59,3,Testing,3,2025-03-23
2809,163,2,UI Enhancement,7,2025-02-17
2810,89,1,Bug Fixing,1,2025-01-24
2811,64,5,Database Optimization,6,2025-01-04
2812,173,5,Security Patching,3,2025-01-31
2813,178,2,Security Patching,7,2025-02-28
2814,149,2,Meeting,10,2025-01-02
2815,25,4,UI Enhancement,3,2025-03-04
2816,90,2,Feature Development,7,2025-01-08
2817,117,2,Meeting,7,2025-01-28
2818,69,5,UI Enhancement,5,2025-03-25
2819,71,3,Bug Fixing,10,2025-01-18
2820,124,4,Performance Testing,9,2025-02-11
2821,42,5,Meeting,10,2025-01-31
2822,129,5,UI Enhancement,4,2025-03-01
2823,153,1,Performance Testing,9,2025-03-10
2824,55,3,Design Review,6,2025-02-03
2825,82,4,Feature Development,9,2025-01-16
2826,100,5,Design Review,3,2025-02-26
2827,84,2,Security Patching,3,2025-02-20
2828,6,5,Feature Development,11,2025-02-03
2829,66,4,Code Review,12,2025-01-01
2830,107,5,UI Enhancement,10,2025-03-23
2831,24,3,Security Patching,3,2025-02-05
2832,11,2,Testing,12,2025-01-10
2833,53,5,Security Patching,8,2025-01-28
2834,125,4,Bug Fixing,3,2025-02-11
2835,146,1,Design Review,7,2025-02-05
2836,175,4,Meeting,11,2025-01-21
2837,134,2,Database Optimization,10,2025-01-16
2838,67,2,Feature Development,8,2025-01-16
2839,29,5,UI Enhancement,1,2025-03-14
2840,45,2,UI Enhancement,10,2025-03-18
2841,175,5,Design Review,11,2025-02-08
2842,133,4,Database Optimization,6,2025-02-14
2843,65,2,UI Enhancement,12,2025-02-24
2844,148,1,Meeting,9,2025-03-06
2845,99,3,Database Optimization,12,2025-01-01
2846,164,4,Code Review,3,2025-02-20
2847,46,4,Performance Testing,6,2025-03-26
2848,161,1,Database Optimization,5,2025-01-06
2849,2,2,Bug Fixing,11,2025-03-22
2850,98,2,Feature Development,4,2025-02-19
2851,120,1,Performance Testing,12,2025-02-16
2852,65,3,Database Optimization,1,2025-02-15
2853,99,5,Feature Development,8,2025-03-20
2854,60,3,UI Enhancement,5,2025-03-08
2855,12,3,Bug Fixing,11,2025-03-11
2856,200,3,Code Review,9,2025-01-31
2857,60,2,Bug Fixing,8,2025-02-05
2858,64,1,Bug Fixing,3,2025-01-16
2859,98,3,Meeting,6,2025-02-23
2860,150,4,Performance Testing,11,2025-03-17
2861,21,1,Security Patching,9,2025-03-01
2862,117,5,Testing,7,2025-01-08
2863,12,5,Testing,10,2025-02-19
2864,193,3,Code Review,10,2025-01-28
2865,70,3,Meeting,3,2025-02-08
2866,200,5,Testing,4,2025-02-15
2867,60,2,Performance Testing,8,2025-03-23
2868,163,2,Testing,5,2025-02-02
2869,131,3,Code Review,9,2025-03-26
2870,126,2,Feature Development,1,2025-03-28
2871,30,1,Code Review,12,2025-03-14
2872,34,3,Code Review,1,2025-03-08
2873,156,4,Meeting,9,2025-02-19
2874,178,4,Meeting,11,2025-01-29
2875,86,4,Meeting,8,2025-03-16
2876,122,3,Meeting,11,2025-02-27
2877,84,4,Database Optimization,6,2025-02-01
2878,198,1,Performance Testing,6,2025-02-25
2879,183,4,Security Patching,7,2025-03-06
2880,189,1,Performance Testing,1,2025-03-27
2881,91,1,Design Review,5,2025-02-27
2882,131,5,UI Enhancement,4,2025-01-20
2883,160,3,Bug Fixing,5,2025-03-17
2884,183,3,Performance Testing,1,2025-02-23
2885,18,1,Testing,12,2025-01-20
2886,62,5,UI Enhancement,6,2025-01-23
2887,149,4,Meeting,1,2025-02-23
2888,55,5,Bug Fixing,9,2025-02-04
2889,51,5,Database Optimization,3,2025-03-04
2890,39,1,Code Review,6,2025-01-03
2891,23,3,UI Enhancement,8,2025-03-10
2892,105,4,Meeting,10,2025-02-19
2893,59,4,Feature Development,8,2025-02-04
2894,7,2,UI Enhancement,2,2025-02-28
2895,191,2,Testing,11,2025-02-14
2896,45,1,Feature Development,5,2025-01-17
2897,167,5,Design Review,10,2025-01-06
2898,106,3,Security Patching,10,2025-03-04
2899,139,1,Performance Testing,9,2025-02-15
2900,182,3,Feature Development,8,2025-01-18
2901,87,3,Testing,3,2025-02-27
2902,187,5,Security Patching,11,2025-02-04
2903,191,4,Database Optimization,9,2025-03-14
2904,143,5,Meeting,5,2025-03-27
2905,12,1,Bug Fixing,3,2025-01-07
2906,134,5,Feature Development,7,2025-01-26
2907,184,4,Database Optimization,5,2025-02-15
2908,72,5,UI Enhancement,2,2025-02-13
2909,147,2,Security Patching,1,2025-02-10
2910,144,5,Feature Development,4,2025-03-16
2911,21,1,Testing,7,2025-02-23
2912,138,3,Code Review,12,2025-02-21
2913,128,1,Design Review,8,2025-03-27
2914,83,4,Bug Fixing,5,2025-01-19
2915,103,1,Database Optimization,7,2025-03-05
2916,184,4,Design Review,10,2025-03-26
2917,99,1,Design Review,2,2025-02-08
2918,117,4,Code Review,5,2025-02-10
2919,196,5,Feature Development,1,2025-02-19
2920,178,3,Security Patching,8,2025-01-25
2921,130,5,UI Enhancement,10,2025-02-15
2922,162,3,Design Review,1,2025-02-15
2923,65,3,Performance Testing,1,2025-03-22
2924,49,5,Code Review,7,2025-02-19
2925,163,5,Meeting,6,2025-03-25
2926,4,2,Security Patching,1,2025-02-19
2927,73,5,Design Review,3,2025-01-10
2928,63,3,Testing,4,2025-01-27
2929,95,1,Testing,12,2025-02-03
2930,126,1,Design Review,5,2025-03-16
2931,100,3,Database Optimization,9,2025-01-26
2932,10,3,Meeting,9,2025-02-24
2933,72,3,Meeting,6,2025-01-25
2934,163,5,UI Enhancement,1,2025-02-27
2935,122,2,Bug Fixing,11,2025-03-22
2936,145,5,Code Review,12,2025-01-29
2937,111,4,Meeting,7,2025-01-21
2938,148,4,Code Review,10,2025-02-26
2939,185,1,Feature Development,3,2025-01-09
2940,3,1,Database Optimization,7,2025-03-12
2941,159,3,Bug Fixing,6,2025-01-03
2942,4,4,Feature Development,6,2025-01-06
2943,26,3,Testing,1,2025-01-09
2944,148,4,Feature Development,10,2025-01-28
2945,133,3,Feature Development,1,2025-03-02
2946,189,1,Code Review,12,2025-01-31
2947,30,3,Database Optimization,7,2025-02-17
2948,186,3,Bug Fixing,6,2025-01-17
2949,12,5,Code Review,3,2025-01-14
2950,34,5,UI Enhancement,10,2025-01-07
2951,66,4,Testing,6,2025-03-16
2952,94,3,Database Optimization,2,2025-02-09
2953,32,4,Performance Testing,2,2025-02-04
2954,125,1,UI Enhancement,10,2025-03-13
2955,154,5,Security Patching,6,2025-02-27
2956,187,5,Design Review,3,2025-01-16
2957,6,3,Meeting,11,2025-02-08
2958,93,2,Bug Fixing,4,2025-01-03
2959,148,1,Meeting,6,2025-02-04
2960,30,4,UI Enhancement,11,2025-02-27
2961,135,2,Performance Testing,9,2025-01-24
2962,98,5,Code Review,8,2025-01-15
2963,177,5,Performance Testing,8,2025-02-04
2964,150,1,Bug Fixing,4,2025-02-06
2965,127,2,Design Review,6,2025-01-27
2966,104,2,UI Enhancement,8,2025-01-11
2967,63,5,Feature Development,8,2025-02-15
2968,121,5,Design Review,6,2025-02-16
2969,98,1,UI Enhancement,2,2025-03-27
2970,108,1,UI Enhancement,8,2025-01-23
2971,75,2,UI Enhancement,10,2025-01-01
2972,27,5,Security Patching,9,2025-03-08
2973,186,3,Security Patching,11,2025-01-20
2974,6,3,Security Patching,11,2025-02-21
2975,15,2,Security Patching,2,2025-02-05
2976,40,3,Bug Fixing,2,2025-02-03
2977,72,2,Bug Fixing,7,2025-03-16
2978,69,5,Design Review,3,2025-02-26
2979,30,1,Security Patching,3,2025-02-03
2980,84,2,Security Patching,2,2025-02-22
2981,80,3,Code Review,9,2025-02-21
2982,28,4,Feature Development,8,2025-02-16
2983,94,4,Performance Testing,7,2025-03-24
2984,114,3,Performance Testing,8,2025-02-20
2985,51,5,Meeting,9,2025-01-12
2986,28,1,Bug Fixing,8,2025-03-26
2987,45,4,Performance Testing,10,2025-01-09
2988,160,2,UI Enhancement,3,2025-01-07
2989,30,4,UI Enhancement,8,2025-02-28
2990,62,1,Feature Development,1,2025-02-03
2991,134,5,Bug Fixing,9,2025-01-23
2992,3,1,Design Review,6,2025-02-18
2993,125,5,Bug Fixing,10,2025-02-13
2994,61,2,Database Optimization,12,2025-01-29
2995,60,1,Database Optimization,10,2025-01-18
2996,8,3,Design Review,7,2025-02-11
2997,106,2,Bug Fixing,9,2025-03-22
2998,149,1,Meeting,6,2025-02-24
2999,199,2,Meeting,6,2025-01-10
3000,195,1,Code Review,2,2025-01-17
3001,83,5,Security Patching,8,2025-03-01
3002,128,1,Testing,11,2025-03-09
3003,143,4,Testing,5,2025-01-17
3004,199,3,Testing,3,2025-03-11
3005,152,2,Design Review,5,2025-02-23
3006,7,3,Meeting,7,2025-03-18
3007,185,2,UI Enhancement,9,2025-01-05
3008,111,4,UI Enhancement,7,2025-03-10
3009,186,3,Testing,4,2025-02-22
3010,4,1,Security Patching,5,2025-02-05
3011,192,1,Feature Development,5,2025-03-10
3012,21,4,Database Optimization,7,2025-03-09
3013,62,3,Code Review,4,2025-02-28
3014,150,2,Testing,7,2025-01-03
3015,177,1,Testing,2,2025-01-14
3016,70,1,Testing,6,2025-01-06
3017,199,1,Design Review,4,2025-03-17
3018,55,2,Feature Development,6,2025-02-08
3019,143,4,Performance Testing,3,2025-02-07
3020,165,5,Database Optimization,2,2025-03-01
3021,187,3,Performance Testing,2,2025-03-08
3022,180,2,Database Optimization,7,2025-03-04
3023,90,1,Testing,11,2025-03-12
3024,57,3,Code Review,9,2025-02-20
3025,93,4,Meeting,12,2025-03-18
3026,64,5,Database Optimization,3,2025-02-27
3027,87,5,Feature Development,6,2025-01-26
3028,45,2,Security Patching,11,2025-02-03
3029,31,2,Security Patching,11,2025-01-09
3030,131,2,Code Review,2,2025-01-25
3031,198,4,UI Enhancement,9,2025-01-14
3032,92,4,Testing,3,2025-02-14
3033,76,5,Meeting,12,2025-03-25
3034,176,1,Design Review,2,2025-01-21
3035,169,2,Feature Development,8,2025-02-13
3036,55,3,Performance Testing,12,2025-01-29
3037,88,5,Design Review,7,2025-02-18
3038,198,4,Meeting,11,2025-03-18
3039,83,5,Testing,2,2025-01-23
3040,132,3,Feature Development,1,2025-01-01
3041,176,1,Testing,7,2025-01-12
3042,66,5,Design Review,7,2025-01-12
3043,21,5,Database Optimization,12,2025-03-22
3044,45,1,Meeting,1,2025-03-08
3045,159,5,UI Enhancement,1,2025-03-21
3046,51,5,UI Enhancement,8,2025-01-05
3047,115,1,Code Review,4,2025-02-17
3048,126,4,UI Enhancement,7,2025-03-14
3049,4,3,Bug Fixing,9,2025-03-02
3050,157,1,Bug Fixing,9,2025-02-14
3051,122,4,Meeting,8,2025-02-02
3052,71,2,Code Review,11,2025-03-13
3053,5,3,UI Enhancement,4,2025-01-08
3054,190,4,Database Optimization,7,2025-01-18
3055,73,5,Design Review,12,2025-03-10
3056,139,5,UI Enhancement,11,2025-01-26
3057,187,5,UI Enhancement,2,2025-03-20
3058,161,5,Security Patching,3,2025-03-12
3059,94,5,Code Review,6,2025-02-25
3060,170,2,Security Patching,7,2025-02-19
3061,38,2,Meeting,6,2025-01-01
3062,99,2,Database Optimization,8,2025-03-01
3063,20,3,Testing,8,2025-02-01
3064,76,3,Feature Development,12,2025-02-24
3065,180,2,Database Optimization,8,2025-01-31
3066,109,1,Meeting,8,2025-03-12
3067,171,1,Database Optimization,10,2025-03-16
3068,41,3,Meeting,6,2025-01-05
3069,154,3,Performance Testing,7,2025-01-08
3070,114,4,Meeting,8,2025-02-15
3071,62,5,Performance Testing,5,2025-01-15
3072,26,5,UI Enhancement,5,2025-03-18
3073,78,5,UI Enhancement,4,2025-03-19
3074,21,1,Database Optimization,10,2025-02-11
3075,77,4,UI Enhancement,9,2025-02-16
3076,92,2,Database Optimization,6,2025-03-20
3077,66,2,Database Optimization,2,2025-01-08
3078,106,3,Code Review,12,2025-01-04
3079,33,3,Feature Development,10,2025-02-17
3080,104,5,Bug Fixing,1,2025-02-06
3081,100,3,Meeting,2,2025-03-19
3082,109,3,Design Review,9,2025-02-20
3083,144,5,Security Patching,12,2025-01-08
3084,148,5,Security Patching,11,2025-03-20
3085,199,4,Design Review,6,2025-01-14
3086,95,4,UI Enhancement,12,2025-02-26
3087,175,3,Testing,5,2025-03-10
3088,83,2,Code Review,12,2025-01-17
3089,153,1,Bug Fixing,2,2025-02-24
3090,177,5,Database Optimization,3,2025-01-09
3091,44,1,Design Review,9,2025-03-27
3092,48,5,UI Enhancement,11,2025-03-24
3093,169,4,Security Patching,4,2025-03-12
3094,90,1,Meeting,11,2025-02-15
3095,75,1,Meeting,8,2025-03-04
3096,16,3,Performance Testing,12,2025-03-01
3097,24,1,Performance Testing,8,2025-02-17
3098,155,4,Testing,2,2025-03-05
3099,159,4,Bug Fixing,9,2025-01-16
3100,194,2,Bug Fixing,10,2025-01-17
3101,62,3,Bug Fixing,12,2025-02-09
3102,168,2,Performance Testing,7,2025-03-28
3103,51,1,Performance Testing,4,2025-02-14
3104,109,5,Bug Fixing,9,2025-01-06
3105,169,4,Bug Fixing,1,2025-01-07
3106,39,2,Testing,1,2025-03-13
3107,193,3,Design Review,4,2025-02-21
3108,54,3,Meeting,9,2025-01-11
3109,65,4,Design Review,7,2025-01-17
3110,91,1,UI Enhancement,9,2025-02-16
3111,135,3,Feature Development,5,2025-02-04
3112,184,2,Bug Fixing,2,2025-02-13
3113,163,1,Bug Fixing,8,2025-02-21
3114,48,5,Bug Fixing,8,2025-03-20
3115,18,5,Security Patching,7,2025-02-03
3116,106,5,Bug Fixing,4,2025-02-27
3117,13,4,Design Review,8,2025-03-01
3118,156,3,Security Patching,5,2025-02-07
3119,163,5,UI Enhancement,4,2025-03-12
3120,128,2,Testing,4,2025-01-20
3121,189,1,Feature Development,12,2025-01-09
3122,7,1,UI Enhancement,1,2025-02-09
3123,90,2,Performance Testing,8,2025-03-27
3124,167,4,UI Enhancement,7,2025-03-18
3125,111,1,Bug Fixing,11,2025-03-13
3126,122,1,Code Review,6,2025-03-19
3127,43,5,Testing,8,2025-01-29
3128,100,2,Design Review,12,2025-02-04
3129,85,1,Security Patching,1,2025-03-24
3130,174,1,Bug Fixing,7,2025-03-11
3131,42,5,Code Review,8,2025-03-01
3132,87,5,Feature Development,2,2025-01-14
3133,105,5,Bug Fixing,12,2025-02-26
3134,4,2,Design Review,3,2025-03-02
3135,128,1,Performance Testing,6,2025-02-19
3136,159,1,Testing,2,2025-03-27
3137,34,1,Database Optimization,1,2025-01-11
3138,168,2,Bug Fixing,2,2025-02-07
3139,26,4,Performance Testing,5,2025-03-14
3140,106,4,Database Optimization,5,2025-01-10
3141,151,3,Bug Fixing,4,2025-01-11
3142,172,4,Testing,1,2025-01-27
3143,31,4,Design Review,1,2025-01-06
3144,196,5,Meeting,3,2025-01-20
3145,195,3,Feature Development,7,2025-02-18
3146,167,3,Database Optimization,1,2025-01-22
3147,57,1,Performance Testing,4,2025-01-11
3148,163,3,Testing,10,2025-03-01
3149,7,1,Database Optimization,7,2025-02-10
3150,78,3,Testing,10,2025-01-17
3151,66,2,Performance Testing,2,2025-03-08
3152,118,1,Performance Testing,5,2025-03-15
3153,128,5,Bug Fixing,1,2025-02-13
3154,159,4,UI Enhancement,10,2025-01-29
3155,49,5,Testing,10,2025-01-09
3156,126,3,Testing,3,2025-03-24
3157,63,2,Feature Development,4,2025-01-17
3158,143,5,Performance Testing,3,2025-03-26
3159,151,3,Security Patching,4,2025-03-12
3160,190,3,Security Patching,6,2025-02-04
3161,40,4,Testing,3,2025-02-11
3162,128,3,Feature Development,4,2025-01-09
3163,111,3,Bug Fixing,9,2025-03-19
3164,38,2,Design Review,8,2025-02-28
3165,97,1,Performance Testing,4,2025-02-21
3166,180,1,UI Enhancement,12,2025-02-18
3167,32,3,Feature Development,10,2025-01-27
3168,20,2,UI Enhancement,3,2025-03-01
3169,119,1,Code Review,12,2025-01-12
3170,128,3,Bug Fixing,4,2025-03-03
3171,66,5,Design Review,11,2025-02-19
3172,115,3,Feature Development,10,2025-01-13
3173,98,1,Code Review,9,2025-03-13
3174,112,1,Design Review,5,2025-02-18
3175,188,2,UI Enhancement,6,2025-01-12
3176,88,2,Code Review,1,2025-02-04
3177,139,5,Design Review,8,2025-02-04
3178,118,3,Feature Development,9,2025-03-14
3179,188,2,Design Review,10,2025-01-31
3180,137,5,Database Optimization,12,2025-01-15
3181,142,3,Feature Development,9,2025-02-24
3182,158,4,Performance Testing,10,2025-03-13
3183,70,5,Performance Testing,4,2025-02-26
3184,128,3,UI Enhancement,8,2025-02-18
3185,4,3,Testing,8,2025-01-05
3186,56,1,Design Review,3,2025-02-24
3187,142,1,Performance Testing,4,2025-02-10
3188,124,1,Security Patching,9,2025-02-04
3189,118,4,Code Review,4,2025-01-06
3190,35,5,Design Review,6,2025-01-27
3191,110,2,Code Review,11,2025-01-10
